OBJECTID,GEOID,NAMELSAD,Trap,intersect_
688.00000,17031610300,Census Tract 6103,T061,737817.030
688.00000,17031610300,Census Tract 6103,T060,2172197.750
688.00000,17031610300,Census Tract 6103,T074,1866102.694
688.00000,17031610300,Census Tract 6103,T157,1537586.391
1423.00000,17031840300,Census Tract 8403,T060,799996.890
1423.00000,17031840300,Census Tract 8403,T074,115659.220
1423.00000,17031840300,Census Tract 8403,T035,807154.446
1423.00000,17031840300,Census Tract 8403,T157,505887.718
1423.00000,17031840300,Census Tract 8403,T034,561794.165
1424.00000,17031840400,Census Tract 8404,T060,426274.228
1424.00000,17031840400,Census Tract 8404,T074,755971.732
1424.00000,17031840400,Census Tract 8404,T035,928011.407
1424.00000,17031840400,Census Tract 8404,T157,1001771.783
1424.00000,17031840400,Census Tract 8404,T051,251182.047
1424.00000,17031840400,Census Tract 8404,T034,87370.682
1430.00000,17031841300,Census Tract 8413,T060,5159.149
1430.00000,17031841300,Census Tract 8413,T035,1171121.087
1430.00000,17031841300,Census Tract 8413,T043,383688.370
1430.00000,17031841300,Census Tract 8413,T034,1416219.781
1448.00000,17031843200,Census Tract 8432,T092,15714.920
1448.00000,17031843200,Census Tract 8432,T091,768074.349
1448.00000,17031843200,Census Tract 8432,T035,1432384.621
1448.00000,17031843200,Census Tract 8432,T048,40739.581
1448.00000,17031843200,Census Tract 8432,T157,162815.293
1448.00000,17031843200,Census Tract 8432,T051,2309930.349
1448.00000,17031843200,Census Tract 8432,T034,1153872.282
1451.00000,17031843500,Census Tract 8435,T060,95.596
1451.00000,17031843500,Census Tract 8435,T035,767114.532
1451.00000,17031843500,Census Tract 8435,T043,53926.095
1451.00000,17031843500,Census Tract 8435,T152,351982.245
1451.00000,17031843500,Census Tract 8435,T034,1619580.088
518.00000,17031310200,Census Tract 3102,T091,321044.145
518.00000,17031310200,Census Tract 3102,T048,174459.513
518.00000,17031310200,Census Tract 3102,T051,133301.850
530.00000,17031330200,Census Tract 3302,T092,713614.479
530.00000,17031330200,Census Tract 3302,T091,299219.520
530.00000,17031330200,Census Tract 3302,T145,180588.300
1421.00000,17031840100,Census Tract 8401,T051,114368.719
1422.00000,17031840200,Census Tract 8402,T091,5739.866
1422.00000,17031840200,Census Tract 8402,T051,832274.099
1428.00000,17031841100,Census Tract 8411,T092,65380.888
1428.00000,17031841100,Census Tract 8411,T091,262871.083
1428.00000,17031841100,Census Tract 8411,T051,149226.335
1436.00000,17031841900,Census Tract 8419,T092,1486896.629
1436.00000,17031841900,Census Tract 8419,T090B,981430.356
1436.00000,17031841900,Census Tract 8419,T091,2285563.159
1436.00000,17031841900,Census Tract 8419,T090,189096.601
1436.00000,17031841900,Census Tract 8419,T048,2114460.332
1436.00000,17031841900,Census Tract 8419,T145,907534.536
501.00000,17031291600,Census Tract 2916,T088,214504.630
501.00000,17031291600,Census Tract 2916,T047,220664.644
501.00000,17031291600,Census Tract 2916,T043,220664.644
501.00000,17031291600,Census Tract 2916,T034,36503.279
511.00000,17031301200,Census Tract 3012,T035,67788.957
511.00000,17031301200,Census Tract 3012,T043,481676.082
511.00000,17031301200,Census Tract 3012,T034,482913.050
525.00000,17031310900,Census Tract 3109,T090B,48001.305
525.00000,17031310900,Census Tract 3109,T090,221246.112
525.00000,17031310900,Census Tract 3109,T043,66366.726
525.00000,17031310900,Census Tract 3109,T051,25567.527
525.00000,17031310900,Census Tract 3109,T034,105983.139
1425.00000,17031840700,Census Tract 8407,T088,549.124
1425.00000,17031840700,Census Tract 8407,T047,88224.773
1425.00000,17031840700,Census Tract 8407,T043,542326.526
1425.00000,17031840700,Census Tract 8407,T152,5916.856
1425.00000,17031840700,Census Tract 8407,T034,512676.357
1429.00000,17031841200,Census Tract 8412,T090,9039.971
1429.00000,17031841200,Census Tract 8412,T088,47389.974
1429.00000,17031841200,Census Tract 8412,T047,88259.071
1429.00000,17031841200,Census Tract 8412,T043,626282.352
1429.00000,17031841200,Census Tract 8412,T034,429024.600
1445.00000,17031842900,Census Tract 8429,T090B,1425011.749
1445.00000,17031842900,Census Tract 8429,T091,669936.535
1445.00000,17031842900,Census Tract 8429,T090,1812083.719
1445.00000,17031842900,Census Tract 8429,T088,568335.956
1445.00000,17031842900,Census Tract 8429,T048,978445.986
1445.00000,17031842900,Census Tract 8429,T047,616316.842
1445.00000,17031842900,Census Tract 8429,T043,707145.196
1445.00000,17031842900,Census Tract 8429,T051,138.054
1449.00000,17031843300,Census Tract 8433,T088,585108.605
1449.00000,17031843300,Census Tract 8433,T047,585108.605
1449.00000,17031843300,Census Tract 8433,T043,585108.605
495.00000,17031282800,Census Tract 2828,T090,53746.520
495.00000,17031282800,Census Tract 2828,T088,164650.057
495.00000,17031282800,Census Tract 2828,T047,164650.057
495.00000,17031282800,Census Tract 2828,T043,42852.891
496.00000,17031283100,Census Tract 2831,T090B,212749.333
496.00000,17031283100,Census Tract 2831,T091,109126.463
496.00000,17031283100,Census Tract 2831,T090,212749.333
496.00000,17031283100,Census Tract 2831,T048,212749.333
1368.00000,17031832900,Census Tract 8329,T090B,402303.083
1368.00000,17031832900,Census Tract 8329,T091,44289.465
1368.00000,17031832900,Census Tract 8329,T090,402303.083
1368.00000,17031832900,Census Tract 8329,T048,402303.083
1405.00000,17031838000,Census Tract 8380,T090B,16754.112
1405.00000,17031838000,Census Tract 8380,T090,196727.592
1405.00000,17031838000,Census Tract 8380,T088,163857.104
1405.00000,17031838000,Census Tract 8380,T047,127371.208
1406.00000,17031838100,Census Tract 8381,T090B,477002.978
1406.00000,17031838100,Census Tract 8381,T090,609403.535
1406.00000,17031838100,Census Tract 8381,T048,38108.932
1406.00000,17031838100,Census Tract 8381,T046,21141.371
1407.00000,17031838200,Census Tract 8382,T090B,861311.290
1407.00000,17031838200,Census Tract 8382,T090,1156234.744
1407.00000,17031838200,Census Tract 8382,T088,343811.192
1407.00000,17031838200,Census Tract 8382,T048,333050.452
1407.00000,17031838200,Census Tract 8382,T047,333665.481
1407.00000,17031838200,Census Tract 8382,T043,9757.332
720.00000,17031640800,Census Tract 6408,T065A,327262.020
720.00000,17031640800,Census Tract 6408,T035,262309.232
720.00000,17031640800,Census Tract 6408,T156,327262.020
720.00000,17031640800,Census Tract 6408,T065,327262.020
720.00000,17031640800,Census Tract 6408,T067,37802.200
722.00000,17031650200,Census Tract 6502,T065A,345715.143
722.00000,17031650200,Census Tract 6502,T156,658488.362
722.00000,17031650200,Census Tract 6502,T065,145423.662
722.00000,17031650200,Census Tract 6502,T114,23955.616
723.00000,17031650301,Census Tract 6503.01,T065A,372616.318
723.00000,17031650301,Census Tract 6503.01,T035,309117.840
723.00000,17031650301,Census Tract 6503.01,T156,977615.915
723.00000,17031650301,Census Tract 6503.01,T065,138295.368
723.00000,17031650301,Census Tract 6503.01,T067,19.712
724.00000,17031650302,Census Tract 6503.02,T156,20423.249
724.00000,17031650302,Census Tract 6503.02,T066,497204.107
725.00000,17031650400,Census Tract 6504,T072,22691.886
725.00000,17031650400,Census Tract 6504,T238,446283.421
725.00000,17031650400,Census Tract 6504,T156,3836.490
725.00000,17031650400,Census Tract 6504,T066,611835.783
726.00000,17031650500,Census Tract 6505,T065A,279108.551
726.00000,17031650500,Census Tract 6505,T225,536910.817
726.00000,17031650500,Census Tract 6505,T238,155967.193
726.00000,17031650500,Census Tract 6505,T035,2648040.908
726.00000,17031650500,Census Tract 6505,T156,1692458.148
726.00000,17031650500,Census Tract 6505,T065,94786.044
726.00000,17031650500,Census Tract 6505,T067,2026291.348
649.00000,17031530400,Census Tract 5304,T090C,1314102.573
649.00000,17031530400,Census Tract 5304,T090A,44255.694
650.00000,17031530501,Census Tract 5305.01,T090C,531026.196
652.00000,17031530503,Census Tract 5305.03,T090C,217511.514
1182.00000,17031821402,Census Tract 8214.02,T090C,680173.667
1183.00000,17031821500,Census Tract 8215,T097,0.010
290.00000,17031100500,Census Tract 1005,T223,1216127.451
290.00000,17031100500,Census Tract 1005,T006,98004.720
290.00000,17031100500,Census Tract 1005,T015,1870202.422
290.00000,17031100500,Census Tract 1005,T009,1593953.852
821.00000,17031760801,Census Tract 7608.01,T009,384953.851
821.00000,17031760801,Census Tract 7608.01,T015,221275.915
822.00000,17031760802,Census Tract 7608.02,T009,135238.010
822.00000,17031760802,Census Tract 7608.02,T011,2292701.022
822.00000,17031760802,Census Tract 7608.02,T015,40379.554
823.00000,17031760803,Census Tract 7608.03,T015,312530.287
834.00000,17031770902,Census Tract 7709.02,T015,899667.509
633.00000,17031491400,Census Tract 4914,T084,357744.263
636.00000,17031500300,Census Tract 5003,T084,710269.843
636.00000,17031500300,Census Tract 5003,T115,36438.261
646.00000,17031530100,Census Tract 5301,T084,13323.205
646.00000,17031530100,Census Tract 5301,T115,69019.165
653.00000,17031530600,Census Tract 5306,T115,213145.264
654.00000,17031540101,Census Tract 5401.01,T097,2971298.802
655.00000,17031540102,Census Tract 5401.02,T097,308488.149
655.00000,17031540102,Census Tract 5401.02,T084,459650.419
655.00000,17031540102,Census Tract 5401.02,T115,3552562.560
657.00000,17031550200,Census Tract 5502,T221,898985.107
657.00000,17031550200,Census Tract 5502,T200,165992.584
657.00000,17031550200,Census Tract 5502,T200B,1545081.288
1411.00000,17031838800,Census Tract 8388,T128,4077933.472
1411.00000,17031838800,Census Tract 8388,T084,3235821.227
1411.00000,17031838800,Census Tract 8388,T212,1155944.350
1411.00000,17031838800,Census Tract 8388,T215,498275.328
1411.00000,17031838800,Census Tract 8388,T115,3168224.776
1411.00000,17031838800,Census Tract 8388,T221,485218.472
1411.00000,17031838800,Census Tract 8388,T200,6462576.051
1411.00000,17031838800,Census Tract 8388,T200B,1137.517
1411.00000,17031838800,Census Tract 8388,T103,736647.457
1281.00000,17031826401,Census Tract 8264.01,T097,0.076
1283.00000,17031826500,Census Tract 8265,T097,0.000
596.00000,17031440101,Census Tract 4401.01,T083,376927.185
596.00000,17031440101,Census Tract 4401.01,T080,368553.075
596.00000,17031440101,Census Tract 4401.01,T102,377580.314
598.00000,17031440201,Census Tract 4402.01,T083,86140.697
598.00000,17031440201,Census Tract 4402.01,T080,532347.101
598.00000,17031440201,Census Tract 4402.01,T102,532347.101
599.00000,17031440202,Census Tract 4402.02,T162,160588.599
599.00000,17031440202,Census Tract 4402.02,T227,306393.743
599.00000,17031440202,Census Tract 4402.02,T080,333078.554
599.00000,17031440202,Census Tract 4402.02,T102,688307.786
770.00000,17031691300,Census Tract 6913,T229,169752.415
770.00000,17031691300,Census Tract 6913,T080,648429.785
770.00000,17031691300,Census Tract 6913,T102,478865.818
771.00000,17031691400,Census Tract 6914,T083,217169.090
771.00000,17031691400,Census Tract 6914,T080,657677.014
771.00000,17031691400,Census Tract 6914,T102,657677.014
527.00000,17031320400,Census Tract 3204,T092,946872.885
527.00000,17031320400,Census Tract 3204,T145,1111333.343
527.00000,17031320400,Census Tract 3204,T129,442666.947
528.00000,17031320600,Census Tract 3206,T092,943974.965
528.00000,17031320600,Census Tract 3206,T145,706928.536
1412.00000,17031839000,Census Tract 8390,T092,517322.022
1412.00000,17031839000,Census Tract 8390,T091,52584.008
1412.00000,17031839000,Census Tract 8390,T145,517322.022
1413.00000,17031839100,Census Tract 8391,T092,670674.672
1413.00000,17031839100,Census Tract 8391,T046,1834.447
1413.00000,17031839100,Census Tract 8391,T145,1187874.098
1413.00000,17031839100,Census Tract 8391,T129,9316.459
165.00000,17031030101,Census Tract 301.01,T231,236868.287
165.00000,17031030101,Census Tract 301.01,T149,211927.072
169.00000,17031030200,Census Tract 302,T018,72931.383
169.00000,17031030200,Census Tract 302,T150,181600.406
169.00000,17031030200,Census Tract 302,T231,667134.910
169.00000,17031030200,Census Tract 302,T149,667134.910
172.00000,17031030500,Census Tract 305,T231,619005.461
172.00000,17031030500,Census Tract 305,T149,619005.461
173.00000,17031030601,Census Tract 306.01,T231,253192.415
173.00000,17031030601,Census Tract 306.01,T149,208738.009
174.00000,17031030603,Census Tract 306.03,T231,116162.194
174.00000,17031030603,Census Tract 306.03,T149,115845.450
175.00000,17031030604,Census Tract 306.04,T231,284149.679
175.00000,17031030604,Census Tract 306.04,T149,94179.830
1458.00000,17031990000,Census Tract 9900,T079,0.001
1458.00000,17031990000,Census Tract 9900,T018,0.001
1458.00000,17031990000,Census Tract 9900,T231,0.000
1458.00000,17031990000,Census Tract 9900,T054C,0.012
1458.00000,17031990000,Census Tract 9900,T129,0.137
1458.00000,17031990000,Census Tract 9900,T075,0.001
1458.00000,17031990000,Census Tract 9900,T149,0.002
1458.00000,17031990000,Census Tract 9900,T054,0.010
176.00000,17031030701,Census Tract 307.01,T231,69976.057
176.00000,17031030701,Census Tract 307.01,T149,20614.372
179.00000,17031030706,Census Tract 307.06,T231,328413.807
159.00000,17031020701,Census Tract 207.01,T028,559015.301
161.00000,17031020801,Census Tract 208.01,T028,656876.098
162.00000,17031020802,Census Tract 208.02,T028,644921.662
163.00000,17031020901,Census Tract 209.01,T028,487600.751
163.00000,17031020901,Census Tract 209.01,T150,127540.392
163.00000,17031020901,Census Tract 209.01,T231,12743.072
163.00000,17031020901,Census Tract 209.01,T149,207670.985
193.00000,17031040100,Census Tract 401,T220,42924.211
193.00000,17031040100,Census Tract 401,T219,391330.013
193.00000,17031040100,Census Tract 401,T028,1933496.515
193.00000,17031040100,Census Tract 401,T231,1033639.321
193.00000,17031040100,Census Tract 401,T149,542490.552
195.00000,17031040202,Census Tract 402.02,T220,55007.256
195.00000,17031040202,Census Tract 402.02,T028,589488.778
196.00000,17031040300,Census Tract 403,T220,275663.583
196.00000,17031040300,Census Tract 403,T028,362602.818
196.00000,17031040300,Census Tract 403,T146,106560.511
494.00000,17031282700,Census Tract 2827,T044,10512.300
494.00000,17031282700,Census Tract 2827,T088,439939.372
494.00000,17031282700,Census Tract 2827,T047,439939.372
494.00000,17031282700,Census Tract 2827,T043,153347.908
1403.00000,17031837400,Census Tract 8374,T044,429995.290
1403.00000,17031837400,Census Tract 8374,T088,575112.769
1403.00000,17031837400,Census Tract 8374,T047,538326.647
1403.00000,17031837400,Census Tract 8374,T043,67714.709
1409.00000,17031838600,Census Tract 8386,T088,246613.858
1409.00000,17031838600,Census Tract 8386,T047,246613.858
1409.00000,17031838600,Census Tract 8386,T043,238790.832
1447.00000,17031843100,Census Tract 8431,T088,909460.192
1447.00000,17031843100,Census Tract 8431,T047,959516.454
1447.00000,17031843100,Census Tract 8431,T043,1014167.787
1447.00000,17031843100,Census Tract 8431,T152,53205.185
1447.00000,17031843100,Census Tract 8431,T040,119802.241
265.00000,17031080100,Census Tract 801,T054,76185.205
266.00000,17031080201,Census Tract 802.01,T054,105292.111
268.00000,17031080300,Census Tract 803,T054,113368.840
273.00000,17031081202,Census Tract 812.02,T054,34572.019
273.00000,17031081202,Census Tract 812.02,T129,109696.593
243.00000,17031063301,Census Tract 633.01,T054C,93972.249
243.00000,17031063301,Census Tract 633.01,T054,4497.499
246.00000,17031063400,Census Tract 634,T054C,85446.867
247.00000,17031070101,Census Tract 701.01,T054C,1199595.330
247.00000,17031070101,Census Tract 701.01,T054,1094527.319
248.00000,17031070102,Census Tract 701.02,T054C,124880.811
248.00000,17031070102,Census Tract 701.02,T054,113775.861
249.00000,17031070103,Census Tract 701.03,T054C,69191.918
249.00000,17031070103,Census Tract 701.03,T054,69191.918
250.00000,17031070200,Census Tract 702,T054C,341874.554
250.00000,17031070200,Census Tract 702,T054,218706.661
184.00000,17031031200,Census Tract 312,T219,89814.852
184.00000,17031031200,Census Tract 312,T231,38218.459
1348.00000,17031830700,Census Tract 8307,T219,398822.000
1348.00000,17031830700,Census Tract 8307,T224,211610.124
745.00000,17031670900,Census Tract 6709,T078,326780.480
745.00000,17031670900,Census Tract 6709,T226,282780.142
746.00000,17031671100,Census Tract 6711,T078,245566.523
746.00000,17031671100,Census Tract 6711,T069,20371.724
751.00000,17031671600,Census Tract 6716,T078,407867.023
751.00000,17031671600,Census Tract 6716,T069,240993.696
752.00000,17031671800,Census Tract 6718,T229,58401.397
752.00000,17031671800,Census Tract 6718,T078,151345.083
753.00000,17031671900,Census Tract 6719,T078,113764.288
753.00000,17031671900,Census Tract 6719,T069,53050.151
758.00000,17031681000,Census Tract 6810,T078,653452.119
758.00000,17031681000,Census Tract 6810,T235,13805.806
759.00000,17031681100,Census Tract 6811,T229,26883.896
759.00000,17031681100,Census Tract 6811,T078,653426.832
762.00000,17031681400,Census Tract 6814,T229,573469.580
762.00000,17031681400,Census Tract 6814,T078,227319.263
1381.00000,17031834900,Census Tract 8349,T078,654132.763
756.00000,17031680600,Census Tract 6806,T078,326956.515
756.00000,17031680600,Census Tract 6806,T226,289147.344
757.00000,17031680900,Census Tract 6809,T078,522316.966
757.00000,17031680900,Census Tract 6809,T235,1021515.489
1378.00000,17031834600,Census Tract 8346,T082,272775.866
1378.00000,17031834600,Census Tract 8346,T078,16764.384
1378.00000,17031834600,Census Tract 8346,T235,913205.965
1378.00000,17031834600,Census Tract 8346,T076,333588.796
1378.00000,17031834600,Census Tract 8346,T226,228793.118
1379.00000,17031834700,Census Tract 8347,T082,373317.035
1379.00000,17031834700,Census Tract 8347,T078,12739.491
1379.00000,17031834700,Census Tract 8347,T226,658980.794
1380.00000,17031834800,Census Tract 8348,T078,470991.320
1380.00000,17031834800,Census Tract 8348,T235,109415.311
1380.00000,17031834800,Census Tract 8348,T226,397565.977
333.00000,17031160400,Census Tract 1604,T001,654093.161
333.00000,17031160400,Census Tract 1604,T218,567020.633
333.00000,17031160400,Census Tract 1604,T228,658274.118
333.00000,17031160400,Census Tract 1604,T146,162904.958
333.00000,17031160400,Census Tract 1604,T218A,658274.118
333.00000,17031160400,Census Tract 1604,T218B,49297.155
334.00000,17031160501,Census Tract 1605.01,T001,16527.489
334.00000,17031160501,Census Tract 1605.01,T220,18536.178
334.00000,17031160501,Census Tract 1605.01,T218,454.773
334.00000,17031160501,Census Tract 1605.01,T019,114044.391
334.00000,17031160501,Census Tract 1605.01,T228,279697.965
334.00000,17031160501,Census Tract 1605.01,T146,345738.133
334.00000,17031160501,Census Tract 1605.01,T218A,134753.815
335.00000,17031160502,Census Tract 1605.02,T001,56954.849
335.00000,17031160502,Census Tract 1605.02,T218,69692.368
335.00000,17031160502,Census Tract 1605.02,T019,203480.437
335.00000,17031160502,Census Tract 1605.02,T228,308780.203
335.00000,17031160502,Census Tract 1605.02,T146,311328.309
335.00000,17031160502,Census Tract 1605.02,T218A,165204.714
336.00000,17031160601,Census Tract 1606.01,T220,396043.763
336.00000,17031160601,Census Tract 1606.01,T019,397668.986
336.00000,17031160601,Census Tract 1606.01,T146,397677.469
337.00000,17031160602,Census Tract 1606.02,T220,449189.566
337.00000,17031160602,Census Tract 1606.02,T019,519117.332
337.00000,17031160602,Census Tract 1606.02,T228,10464.660
337.00000,17031160602,Census Tract 1606.02,T146,519117.332
338.00000,17031160700,Census Tract 1607,T220,151529.624
338.00000,17031160700,Census Tract 1607,T019,795478.606
338.00000,17031160700,Census Tract 1607,T228,39543.961
338.00000,17031160700,Census Tract 1607,T146,795478.606
339.00000,17031160800,Census Tract 1608,T001,67486.321
339.00000,17031160800,Census Tract 1608,T218,310187.969
339.00000,17031160800,Census Tract 1608,T019,561847.079
339.00000,17031160800,Census Tract 1608,T228,655441.242
339.00000,17031160800,Census Tract 1608,T146,553615.858
339.00000,17031160800,Census Tract 1608,T218A,236147.361
313.00000,17031140602,Census Tract 1406.02,T001,103896.067
313.00000,17031140602,Census Tract 1406.02,T228,209651.493
313.00000,17031140602,Census Tract 1406.02,T146,46139.855
313.00000,17031140602,Census Tract 1406.02,T218A,259768.850
314.00000,17031140701,Census Tract 1407.01,T220,27456.231
314.00000,17031140701,Census Tract 1407.01,T146,186540.559
315.00000,17031140702,Census Tract 1407.02,T220,55284.398
315.00000,17031140702,Census Tract 1407.02,T228,103925.560
315.00000,17031140702,Census Tract 1407.02,T146,418854.030
315.00000,17031140702,Census Tract 1407.02,T218A,50302.454
316.00000,17031140800,Census Tract 1408,T220,725421.301
316.00000,17031140800,Census Tract 1408,T019,184336.992
316.00000,17031140800,Census Tract 1408,T146,725421.301
533.00000,17031340500,Census Tract 3405,T081,213264.898
534.00000,17031340600,Census Tract 3406,T081,475516.256
539.00000,17031351400,Census Tract 3514,T081,324438.961
540.00000,17031351500,Census Tract 3515,T081,166468.199
1415.00000,17031839500,Census Tract 8395,T081,104559.877
1416.00000,17031839600,Census Tract 8396,T081,327538.179
1437.00000,17031842000,Census Tract 8420,T081,277727.238
318.00000,17031150300,Census Tract 1503,T003,1328410.464
318.00000,17031150300,Census Tract 1503,T142,613553.721
318.00000,17031150300,Census Tract 1503,T141,1328410.464
318.00000,17031150300,Census Tract 1503,T004,1052717.886
318.00000,17031150300,Census Tract 1503,T002A,233991.618
318.00000,17031150300,Census Tract 1503,T234,212031.390
318.00000,17031150300,Census Tract 1503,T017,961379.516
318.00000,17031150300,Census Tract 1503,T005,1946.863
318.00000,17031150300,Census Tract 1503,T025,16655.306
318.00000,17031150300,Census Tract 1503,T218B,6385.888
319.00000,17031150401,Census Tract 1504.01,T003,607037.350
319.00000,17031150401,Census Tract 1504.01,T142,491857.788
319.00000,17031150401,Census Tract 1504.01,T014,384775.318
319.00000,17031150401,Census Tract 1504.01,T141,716786.680
319.00000,17031150401,Census Tract 1504.01,T002B,7726.986
319.00000,17031150401,Census Tract 1504.01,T002A,739073.002
319.00000,17031150401,Census Tract 1504.01,T017,739073.002
320.00000,17031150402,Census Tract 1504.02,T003,345245.406
320.00000,17031150402,Census Tract 1504.02,T142,663455.133
320.00000,17031150402,Census Tract 1504.02,T014,9648.123
320.00000,17031150402,Census Tract 1504.02,T141,619219.977
320.00000,17031150402,Census Tract 1504.02,T002B,288384.782
320.00000,17031150402,Census Tract 1504.02,T002A,520283.846
320.00000,17031150402,Census Tract 1504.02,T234,56419.730
320.00000,17031150402,Census Tract 1504.02,T017,663455.133
320.00000,17031150402,Census Tract 1504.02,T005,167372.899
321.00000,17031150501,Census Tract 1505.01,T142,466651.444
321.00000,17031150501,Census Tract 1505.01,T014,699760.399
321.00000,17031150501,Census Tract 1505.01,T141,35475.962
321.00000,17031150501,Census Tract 1505.01,T002B,307296.060
321.00000,17031150501,Census Tract 1505.01,T002A,699760.399
321.00000,17031150501,Census Tract 1505.01,T017,699760.399
321.00000,17031150501,Census Tract 1505.01,T002,23601.594
322.00000,17031150502,Census Tract 1505.02,T142,685556.984
322.00000,17031150502,Census Tract 1505.02,T014,251087.042
322.00000,17031150502,Census Tract 1505.02,T141,23248.585
322.00000,17031150502,Census Tract 1505.02,T002B,685556.984
322.00000,17031150502,Census Tract 1505.02,T002A,685556.984
322.00000,17031150502,Census Tract 1505.02,T017,685556.984
322.00000,17031150502,Census Tract 1505.02,T005,162567.806
322.00000,17031150502,Census Tract 1505.02,T002,233130.004
323.00000,17031150600,Census Tract 1506,T003,2248.439
323.00000,17031150600,Census Tract 1506,T142,657129.048
323.00000,17031150600,Census Tract 1506,T141,145918.932
323.00000,17031150600,Census Tract 1506,T002B,331251.974
323.00000,17031150600,Census Tract 1506,T002A,2659.307
323.00000,17031150600,Census Tract 1506,T234,599873.782
323.00000,17031150600,Census Tract 1506,T017,462915.682
323.00000,17031150600,Census Tract 1506,T005,657129.048
324.00000,17031150700,Census Tract 1507,T003,170599.310
324.00000,17031150700,Census Tract 1507,T142,490215.547
324.00000,17031150700,Census Tract 1507,T141,429115.523
324.00000,17031150700,Census Tract 1507,T004,48539.302
324.00000,17031150700,Census Tract 1507,T234,663347.821
324.00000,17031150700,Census Tract 1507,T017,92127.029
324.00000,17031150700,Census Tract 1507,T005,342723.010
324.00000,17031150700,Census Tract 1507,T218B,136306.074
346.00000,17031170200,Census Tract 1702,T142,653976.151
346.00000,17031170200,Census Tract 1702,T002B,653976.151
346.00000,17031170200,Census Tract 1702,T002A,64022.461
346.00000,17031170200,Census Tract 1702,T144,281926.384
346.00000,17031170200,Census Tract 1702,T234,56868.003
346.00000,17031170200,Census Tract 1702,T017,473971.202
346.00000,17031170200,Census Tract 1702,T005,653976.151
346.00000,17031170200,Census Tract 1702,T002,118311.796
573.00000,17031420100,Census Tract 4201,T075,12747.975
573.00000,17031420100,Census Tract 4201,T077,1080947.030
573.00000,17031420100,Census Tract 4201,T073,109341.136
574.00000,17031420200,Census Tract 4202,T077,277679.307
574.00000,17031420200,Census Tract 4202,T073,236057.753
575.00000,17031420300,Census Tract 4203,T077,245488.638
575.00000,17031420300,Census Tract 4203,T073,245488.638
580.00000,17031420800,Census Tract 4208,T077,223835.033
580.00000,17031420800,Census Tract 4208,T073,348125.623
585.00000,17031430300,Census Tract 4303,T077,406694.191
585.00000,17031430300,Census Tract 4303,T073,406745.690
585.00000,17031430300,Census Tract 4303,T083,87894.492
1376.00000,17031834400,Census Tract 8344,T077,587381.807
1376.00000,17031834400,Census Tract 8344,T073,587381.807
1435.00000,17031841800,Census Tract 8418,T077,442257.039
1435.00000,17031841800,Census Tract 8418,T073,1524506.114
1435.00000,17031841800,Census Tract 8418,T083,738649.421
1435.00000,17031841800,Census Tract 8418,T080,485302.766
1435.00000,17031841800,Census Tract 8418,T102,436217.422
1455.00000,17031843900,Census Tract 8439,T079,857239.762
1455.00000,17031843900,Census Tract 8439,T077,1560671.057
1455.00000,17031843900,Census Tract 8439,T073,545136.631
194.00000,17031040201,Census Tract 402.01,T220,720206.966
194.00000,17031040201,Census Tract 402.01,T219,136648.968
194.00000,17031040201,Census Tract 402.01,T028,232121.086
194.00000,17031040201,Census Tract 402.01,T146,124167.304
197.00000,17031040401,Census Tract 404.01,T220,386343.765
197.00000,17031040401,Census Tract 404.01,T219,382602.614
